gene_symbol
0610005C13Rik
0610006L08Rik
0610009E02Rik
0610009L18Rik
0610010K14Rik
0610012D04Rik
0610025J13Rik
0610030E20Rik
0610031O16Rik
0610033M10Rik
0610038B21Rik
0610039K10Rik
0610040B10Rik
0610040F04Rik
0610040J01Rik
0610043K17Rik
0710001A04Rik
1010001B22Rik
1100001I12Rik
1110002E22Rik
1110002J07Rik
1110002L01Rik
1110002O04Rik
1110003F10Rik
1110004F10Rik
1110006O24Rik
1110008E08Rik
1110015O18Rik
1110018N20Rik
1110019B22Rik
1110019D14Rik
1110020A21Rik
1110025M09Rik
1110028F11Rik
1110028F18Rik
1110032F04Rik
1110035H17Rik
1110038B12Rik
1110038F14Rik
1110046J04Rik
1110058D11Rik
1110059E24Rik
1110059G10Rik
1110060G06Rik
1110065P20Rik
1190001M18Rik
1190005I06Rik
1190028D05Rik
1200007C13Rik
1300002E11Rik
1300014J16Rik
1500002C15Rik
1500002F19Rik
1500004A13Rik
1500005C15Rik
1500009L16Rik
1500012K07Rik
1500015A07Rik
1500015L24Rik
1500026H17Rik
1500032F14Rik
1500035N22Rik
1600002D24Rik
1600010M07Rik
1600012H06Rik
1600012P17Rik
1600014C10Rik
1600014C23Rik
1600017P15Rik
1600019K03Rik
1600020E01Rik
1600022D10Rik
1600023N17Rik
1600025M17Rik
1600027J07Rik
1600029O15Rik
1700001D01Rik
1700001F09Rik
1700001G01Rik
1700001G11Rik
1700001G17Rik
1700001J03Rik
1700001J04Rik
1700001J11Rik
1700001K19Rik
1700001K23Rik
1700001L05Rik
1700001N15Rik
1700001O22Rik
1700003C15Rik
1700003D09Rik
1700003E16Rik
1700003E24Rik
1700003F12Rik
1700003G18Rik
1700003H04Rik
1700003I16Rik
1700003I22Rik
1700003L19Rik
1700003M07Rik
1700003N22Rik
1700003O11Rik
1700003P14Rik
1700006A11Rik
1700006F04Rik
1700006H21Rik
1700006J14Rik
1700006P03Rik
1700007E05Rik
1700007F19Rik
1700007H22Rik
1700007J10Rik
1700007L15Rik
1700007P06Rik
1700008A23Rik
1700008B11Rik
1700008C04Rik
1700008H02Rik
1700008J07Rik
1700008K24Rik
1700008N11Rik
1700008O03Rik
1700008P02Rik
1700009C05Rik
1700009J07Rik
1700009N14Rik
1700010B08Rik
1700010B13Rik
1700010D01Rik
1700010G06Rik
1700010H22Rik
1700010I02Rik
1700010I14Rik
1700010J16Rik
1700010K23Rik
1700010K24Rik
1700010L04Rik
1700010N08Rik
1700011B04Rik
1700011C11Rik
1700011D18Rik
1700011L03Rik
1700011L22Rik
1700012A03Rik
1700012B07Rik
1700012B09Rik
1700012C08Rik
1700012C14Rik
1700012D16Rik
1700012E03Rik
1700012H19Rik
1700012I11Rik
1700012J15Rik
1700012J22Rik
1700013A02Rik
1700013D24Rik
1700013G24Rik
1700013H16Rik
1700013M08Rik
1700013N06Rik
1700014B07Rik
1700014F14Rik
1700014L14Rik
1700015C15Rik
1700015C17Rik
1700015H07Rik
1700015I17Rik
1700015O11Rik
1700016A09Rik
1700016B01Rik
1700016B15Rik
1700016D08Rik
1700016F12Rik
1700016G22Rik
1700016H03Rik
1700016H13Rik
1700016J18Rik
1700016K05Rik
1700016L21Rik
1700016P03Rik
1700016P04Rik
1700017B05Rik
1700017G19Rik
1700017I07Rik
1700017J07Rik
1700017L05Rik
1700017M07Rik
1700017N19Rik
1700018A04Rik
1700018A14Rik
1700018A23Rik
1700018B08Rik
1700018B24Rik
1700018F24Rik
1700018L02Rik
1700018P08Rik
1700018P22Rik
1700019A02Rik
1700019A23Rik
1700019C18Rik
1700019D03Rik
1700019F05Rik
1700019G24Rik
1700019J19Rik
1700019L13Rik
1700019M22Rik
1700019P21Rik
1700020A23Rik
1700020D12Rik
1700020D14Rik
1700020G03Rik
1700020G17Rik
1700020L13Rik
1700020L24Rik
1700020M21Rik
1700020N01Rik
1700020N15Rik
1700020N18Rik
1700021A07Rik
1700021F02Rik
1700021G15Rik
1700021J08Rik
1700021N21Rik
1700021P04Rik
1700022A21Rik
1700022A22Rik
1700022E09Rik
1700022H01Rik
1700022H16Rik
1700022N22Rik
1700023C21Rik
1700023F02Rik
1700023G09Rik
1700023H06Rik
1700024B05Rik
1700024B18Rik
1700024G13Rik
1700024I08Rik
1700024J04Rik
1700024N05Rik
1700024P12Rik
1700025A08Rik
1700025B11Rik
1700025C18Rik
1700025D23Rik
1700025F24Rik
1700025G04Rik
1700025H01Rik
1700025J12Rik
1700025K04Rik
1700025K24Rik
1700025L06Rik
1700025M24Rik
1700025N21Rik
1700025N23Rik
1700025O08Rik
1700026D11Rik
1700026F02Rik
1700026J12Rik
1700026J14Rik
1700026N04Rik
1700027A07Rik
1700027F06Rik
1700027F09Rik
1700027H10Rik
1700027I24Rik
1700027J07Rik
1700028B04Rik
1700028D13Rik
1700028E10Rik
1700028E11Rik
1700028I16Rik
1700028J19Rik
1700028K03Rik
1700028M03Rik
1700028N14Rik
1700028P15Rik
1700029B22Rik
1700029B24Rik
1700029E06Rik
1700029F12Rik
1700029H14Rik
1700029J03Rik
1700029K24Rik
1700029M03Rik
1700029M20Rik
1700029N11Rik
1700030A11Rik
1700030C10Rik
1700030C12Rik
1700030C14Rik
1700030E10Rik
1700030F04Rik
1700030I03Rik
1700030J22Rik
1700030K09Rik
1700030L20Rik
1700030L22Rik
1700030M09Rik
1700030N03Rik
1700030N18Rik
1700030O20Rik
1700031A10Rik
1700031C06Rik
1700031F05Rik
1700031F10Rik
1700031L13Rik
1700031M16Rik
1700031P21Rik
1700034B16Rik
1700034E13Rik
1700034G24Rik
1700034H15Rik
1700034J04Rik
1700034J05Rik
1700034K08Rik
1700034P13Rik
1700036A12Rik
1700036G14Rik
1700036O09Rik
1700037C18Rik
1700037F03Rik
1700039E22Rik
1700039I01Rik
1700039M10Rik
1700039M15Rik
1700039O17Rik
1700040D17Rik
1700040F17Rik
1700040K01Rik
1700040L08Rik
1700041A01Rik
1700041B01Rik
1700041C23Rik
1700041G16Rik
1700041I07Rik
1700041M05Rik
1700041M19Rik
1700042D02Rik
1700042G15Rik
1700042O05Rik
1700042O10Rik
1700044K03Rik
1700045H11Rik
1700045I11Rik
1700046C09Rik
1700047A11Rik
1700047E10Rik
1700047F07Rik
1700047G03Rik
1700047G07Rik
1700047K16Rik
1700047L14Rik
1700047M11Rik
1700047N06Rik
1700047O18Rik
1700048F04Rik
1700048M11Rik
1700048O14Rik
1700048O20Rik
1700048P04Rik
1700049E15Rik
1700049E17Rik1
1700049E17Rik2
1700049E22Rik
1700049L16Rik
1700051A21Rik
1700051K13Rik
1700051O22Rik
1700052H01Rik
1700052I22Rik
1700052K11Rik
1700054A03Rik
1700054K02Rik
1700054K19Rik
1700054M17Rik
1700054O05Rik
1700054O19Rik
1700055C04Rik
1700055D18Rik
1700056E22Rik
1700056N10Rik
1700057H15Rik
1700057H21Rik
1700058P15Rik
1700060C16Rik
1700060C20Rik
1700060J05Rik
1700060O08Rik
1700061A03Rik
1700061E17Rik
1700061E18Rik
1700061F12Rik
1700061H18Rik
1700061I17Rik
1700061J23Rik
1700061N14Rik
1700062C10Rik
1700063A18Rik
1700063D05Rik
1700063H04Rik
1700063H06Rik
1700063I16Rik
1700063J08Rik
1700063K16Rik
1700064H15Rik
1700064J06Rik
1700064M15Rik
1700064N11Rik
1700065D16Rik
1700065I16Rik
1700065J11Rik
1700065J18Rik
1700065L07Rik
1700065O20Rik
1700066B17Rik
1700066C05Rik
1700066J03Rik
1700066M21Rik
1700066N21Rik
1700067G17Rik
1700067K01Rik
1700067P10Rik
1700069B07Rik
1700069L16Rik
1700069P05Rik
1700071G01Rik
1700071K01Rik
1700071M16Rik
1700072B07Rik
1700072G22Rik
1700072I22Rik
1700072O05Rik
1700073E17Rik
1700074A21Rik
1700074H08Rik
1700080C20Rik
1700080G18Rik
1700080N15Rik
1700081B01Rik
1700081H04Rik
1700081N11Rik
1700082M22Rik
1700083H02Rik
1700084C06Rik
1700084D21Rik
1700084E18Rik
1700084F23Rik
1700084J12Rik
1700084M14Rik
1700085C21Rik
1700085D07Rik
1700085D22Rik
1700086D15Rik
1700086L19Rik
1700086O06Rik
1700086P04Rik
1700087I21Rik
1700087M22Rik
1700088E04Rik
1700091H14Rik
1700092C10Rik
1700092C17Rik
1700092E16Rik
1700092E19Rik
1700092K14Rik
1700093J21Rik
1700093K21Rik
1700093P08Rik
1700094J05Rik
1700094M23Rik
1700094M24Rik
1700095A13Rik
1700095A21Rik
1700095B10Rik
1700095J03Rik
1700095J07Rik
1700095J12Rik
1700095K22Rik
1700096J18Rik
1700096K18Rik
1700097M23Rik
1700097N02Rik
1700099I09Rik
1700100I10Rik
1700100L14Rik
1700101I11Rik
1700101I19Rik
1700101O22Rik
1700102F20Rik
1700102H20Rik
1700102P08Rik
1700104B16Rik
1700104L18Rik
1700105G05Rik
1700105P06Rik
1700106O07Rik
1700108F19Rik
1700108J01Rik
1700108N06Rik
1700108N11Rik
1700109G14Rik
1700109G15Rik
1700109H08Rik
1700109I08Rik
1700109K24Rik
1700110C19Rik
1700110I01Rik
1700110I07Rik
1700110K17Rik
1700111E14Rik
1700111N16Rik
1700112D23Rik
1700112H15Rik
1700112J05Rik
1700112J16Rik
1700112K13Rik
1700112L15Rik
1700112M02Rik
1700113A16Rik
1700113B09Rik
1700113B19Rik
1700113H08Rik
1700116B05Rik
1700119H24Rik
1700119I11Rik
1700120B22Rik
1700120C14Rik
1700120C18Rik
1700120E14Rik
1700120G07Rik
1700120G11Rik
1700120K04Rik
1700121C08Rik
1700121C10Rik
1700121L03Rik
1700121L16Rik
1700121N20Rik
1700122C19Rik
1700122E12Rik
1700122H20Rik
1700122O11Rik
1700123J17Rik
1700123K08Rik
1700123M08Rik
1700123O12Rik
1700123O20Rik
1700123O21Rik
1700124L16Rik
1700124M09Rik
1700125G02Rik
1700125G22Rik
1700125H03Rik
1700126A01Rik
1700126G02Rik
1700126H18Rik
1700127F24Rik
1700128A07Rik
1700128E19Rik
1700128F08Rik
1700128I11Rik
1700129C05Rik
1700129L04Rik
1810006J02Rik
1810007C17Rik
1810007D17Rik
1810008B01Rik
1810008I18Rik
1810009A15Rik
1810009J06Rik
1810010H24Rik
1810010K12Rik
1810012K08Rik
1810012K16Rik
1810013D15Rik
1810014B01Rik
1810014P07Rik
1810017P11Rik
1810018F18Rik
1810019D21Rik
1810019N24Rik
1810021B22Rik
1810024B03Rik
1810028F09Rik
1810030O07Rik
1810034E14Rik
1810035K13Rik
1810037I17Rik
1810041H14Rik
1810044D09Rik
1810044K17Rik
1810049I09Rik
1810049J17Rik
1810053B23Rik
1810055G02Rik
1810058N15Rik
1810059C17Rik
1810059H22Rik
1810062G17Rik
1810062O18Rik
1810063I02Rik
1810064F22Rik
1810065E05Rik
1810073O08Rik
2010001A14Rik
2010001K21Rik
2010001M07Rik
2010002M09Rik
2010003K11Rik
2010004M13Rik
2010007H06Rik
2010008C14Rik
2010009K17Rik
2010010A06Rik
2010013B24Rik
2010016I18Rik
2010103J01Rik
2010106C02Rik
2010106E10Rik
2010106G04Rik
2010109A12Rik
2010109P13Rik
2010110E17Rik
2010110G14Rik
2010110K18Rik
2010203P06Rik
2010204K13Rik
2010308F09Rik
2010309G21Rik
2010310C07Rik
2010315B03Rik
2010320M18Rik
2010320O07Rik
2200002A13Rik
2200002D01Rik
2200002J24Rik
2200007N16Rik
2210009P08Rik
2210011K15Rik
2210016L21Rik
2210017I01Rik
2210020O09Rik
2210022D18Rik
2210039B01Rik
2210404E10Rik
2210406H18Rik
2210406O10Rik
2210408F21Rik
2210408I21Rik
2210409D07Rik
2210409E12Rik
2210411M09Rik
2210412B16Rik
2210414B05Rik
2210414F02Rik
2210417A02Rik
2210418O10Rik
2210420H20Rik
2300002M23Rik
2300009A05Rik
2310001H17Rik
2310001K20Rik
2310001K24Rik
2310002D06Rik
2310002F09Rik
2310002L09Rik
2310003L06Rik
2310003N18Rik
2310005A03Rik
2310005E17Rik
2310008N11Rik
2310009B15Rik
2310010J17Rik
2310011J03Rik
2310014F06Rik
2310015A10Rik
2310015A16Rik
2310015D24Rik
2310016D03Rik
2310016D23Rik
2310016G11Rik
2310020H05Rik
2310022A10Rik
2310022B05Rik
2310026I22Rik
2310026L22Rik
